sort,packet,kernel,genotype,sourceID,PG_PCT,X904,X905,X906,X907,X908,X909,X910,X911,X912,X913,X914,X915,X916,X917,X918,X919,X920,X921,X922,X923,X924,X925,X926,X927,X928,X929,X930,X931,X932,X933,X934,X935,X936,X937,X938,X939,X940,X941,X942,X943,X944,X945,X946,X947,X948,X949,X950,X951,X952,X953,X954,X955,X956,X957,X958,X959,X960,X961,X962,X963,X964,X965,X966,X967,X968,X969,X970,X971,X972,X973,X974,X975,X976,X977,X978,X979,X980,X981,X982,X983,X984,X985,X986,X987,X988,X989,X990,X991,X992,X993,X994,X995,X996,X997,X998,X999,X1000,X1001,X1002,X1003,X1004,X1005,X1006,X1007,X1008,X1009,X1010,X1011,X1012,X1013,X1014,X1015,X1016,X1017,X1018,X1019,X1020,X1021,X1022,X1023,X1024,X1025,X1026,X1027,X1028,X1029,X1030,X1031,X1032,X1033,X1034,X1035,X1036,X1037,X1038,X1039,X1040,X1041,X1042,X1043,X1044,X1045,X1046,X1047,X1048,X1049,X1050,X1051,X1052,X1053,X1054,X1055,X1056,X1057,X1058,X1059,X1060,X1061,X1062,X1063,X1064,X1065,X1066,X1067,X1068,X1069,X1070,X1071,X1072,X1073,X1074,X1075,X1076,X1077,X1078,X1079,X1080,X1081,X1082,X1083,X1084,X1085,X1086,X1087,X1088,X1089,X1090,X1091,X1092,X1093,X1094,X1095,X1096,X1097,X1098,X1099,X1100,X1101,X1102,X1103,X1104,X1105,X1106,X1107,X1108,X1109,X1110,X1111,X1112,X1113,X1114,X1115,X1116,X1117,X1118,X1119,X1120,X1121,X1122,X1123,X1124,X1125,X1126,X1127,X1128,X1129,X1130,X1131,X1132,X1133,X1134,X1135,X1136,X1137,X1138,X1139,X1140,X1141,X1142,X1143,X1144,X1145,X1146,X1147,X1148,X1149,X1150,X1151,X1152,X1153,X1154,X1155,X1156,X1157,X1158,X1159,X1160,X1161,X1162,X1163,X1164,X1165,X1166,X1167,X1168,X1169,X1170,X1171,X1172,X1173,X1174,X1175,X1176,X1177,X1178,X1179,X1180,X1181,X1182,X1183,X1184,X1185,X1186,X1187,X1188,X1189,X1190,X1191,X1192,X1193,X1194,X1195,X1196,X1197,X1198,X1199,X1200,X1201,X1202,X1203,X1204,X1205,X1206,X1207,X1208,X1209,X1210,X1211,X1212,X1213,X1214,X1215,X1216,X1217,X1218,X1219,X1220,X1221,X1222,X1223,X1224,X1225,X1226,X1227,X1228,X1229,X1230,X1231,X1232,X1233,X1234,X1235,X1236,X1237,X1238,X1239,X1240,X1241,X1242,X1243,X1244,X1245,X1246,X1247,X1248,X1249,X1250,X1251,X1252,X1253,X1254,X1255,X1256,X1257,X1258,X1259,X1260,X1261,X1262,X1263,X1264,X1265,X1266,X1267,X1268,X1269,X1270,X1271,X1272,X1273,X1274,X1275,X1276,X1277,X1278,X1279,X1280,X1281,X1282,X1283,X1284,X1285,X1286,X1287,X1288,X1289,X1290,X1291,X1292,X1293,X1294,X1295,X1296,X1297,X1298,X1299,X1300,X1301,X1302,X1303,X1304,X1305,X1306,X1307,X1308,X1309,X1310,X1311,X1312,X1313,X1314,X1315,X1316,X1317,X1318,X1319,X1320,X1321,X1322,X1323,X1324,X1325,X1326,X1327,X1328,X1329,X1330,X1331,X1332,X1333,X1334,X1335,X1336,X1337,X1338,X1339,X1340,X1341,X1342,X1343,X1344,X1345,X1346,X1347,X1348,X1349,X1350,X1351,X1352,X1353,X1354,X1355,X1356,X1357,X1358,X1359,X1360,X1361,X1362,X1363,X1364,X1365,X1366,X1367,X1368,X1369,X1370,X1371,X1372,X1373,X1374,X1375,X1376,X1377,X1378,X1379,X1380,X1381,X1382,X1383,X1384,X1385,X1386,X1387,X1388,X1389,X1390,X1391,X1392,X1393,X1394,X1395,X1396,X1397,X1398,X1399,X1400,X1401,X1402,X1403,X1404,X1405,X1406,X1407,X1408,X1409,X1410,X1411,X1412,X1413,X1414,X1415,X1416,X1417,X1418,X1419,X1420,X1421,X1422,X1423,X1424,X1425,X1426,X1427,X1428,X1429,X1430,X1431,X1432,X1433,X1434,X1435,X1436,X1437,X1438,X1439,X1440,X1441,X1442,X1443,X1444,X1445,X1446,X1447,X1448,X1449,X1450,X1451,X1452,X1453,X1454,X1455,X1456,X1457,X1458,X1459,X1460,X1461,X1462,X1463,X1464,X1465,X1466,X1467,X1468,X1469,X1470,X1471,X1472,X1473,X1474,X1475,X1476,X1477,X1478,X1479,X1480,X1481,X1482,X1483,X1484,X1485,X1486,X1487,X1488,X1489,X1490,X1491,X1492,X1493,X1494,X1495,X1496,X1497,X1498,X1499,X1500,X1501,X1502,X1503,X1504,X1505,X1506,X1507,X1508,X1509,X1510,X1511,X1512,X1513,X1514,X1515,X1516,X1517,X1518,X1519,X1520,X1521,X1522,X1523,X1524,X1525,X1526,X1527,X1528,X1529,X1530,X1531,X1532,X1533,X1534,X1535,X1536,X1537,X1538,X1539,X1540,X1541,X1542,X1543,X1544,X1545,X1546,X1547,X1548,X1549,X1550,X1551,X1552,X1553,X1554,X1555,X1556,X1557,X1558,X1559,X1560,X1561,X1562,X1563,X1564,X1565,X1566,X1567,X1568,X1569,X1570,X1571,X1572,X1573,X1574,X1575,X1576,X1577,X1578,X1579,X1580,X1581,X1582,X1583,X1584,X1585,X1586,X1587,X1588,X1589,X1590,X1591,X1592,X1593,X1594,X1595,X1596,X1597,X1598,X1599,X1600,X1601,X1602,X1603,X1604,X1605,X1606,X1607,X1608,X1609,X1610,X1611,X1612,X1613,X1614,X1615,X1616,X1617,X1618,X1619,X1620,X1621,X1622,X1623,X1624,X1625,X1626,X1627,X1628,X1629,X1630,X1631,X1632,X1633,X1634,X1635,X1636,X1637,X1638,X1639,X1640,X1641,X1642,X1643,X1644,X1645,X1646,X1647,X1648,X1649,X1650,X1651,X1652,X1653,X1654,X1655,X1656,X1657,X1658,X1659,X1660,X1661,X1662,X1663,X1664,X1665,X1666,X1667,X1668,X1669,X1670,X1671,X1672,X1673,X1674,X1675,X1676,X1677,X1678,X1679,X1680,X1681,X1682,X1683,X1684
1,1,1,469,S200665,12.023,-0.094251248,-0.093117108,-0.092123366,-0.091245357,-0.092120611,-0.092906738,-0.093601557,-0.094629885,-0.095633056,-0.096528907,-0.097438338,-0.098317892,-0.099116466,-0.098930627,-0.097709362,-0.096574097,-0.096068528,-0.096970349,-0.097824781,-0.098625497,-0.09930857,-0.09996464,-0.100595557,-0.100376097,-0.100104259,-0.099841004,-0.100583146,-0.101620781,-0.10263396,-0.102921973,-0.10271343,-0.102509625,-0.102469855,-0.102654937,-0.102836539,-0.102917829,-0.102695641,-0.102476549,-0.102363249,-0.103565726,-0.104750265,-0.105917275,-0.104589237,-0.103015398,-0.101466517,-0.101234881,-0.101475757,-0.101711737,-0.101923473,-0.102116924,-0.102307849,-0.102422524,-0.102423349,-0.102424032,-0.102397438,-0.102280522,-0.102165321,-0.102027032,-0.101517748,-0.101019287,-0.10053145,-0.100606053,-0.100742217,-0.100875391,-0.100923048,-0.100939536,-0.100955402,-0.101045983,-0.101190452,-0.10133072,-0.101243126,-0.100831482,-0.100430348,-0.100030299,-0.099612846,-0.099206861,-0.098851322,-0.098967579,-0.099080499,-0.099190116,-0.09967267,-0.100174681,-0.100662314,-0.100808203,-0.100845632,-0.100881989,-0.100753407,-0.100518547,-0.100289864,-0.10002831,-0.099724887,-0.099430593,-0.099317192,-0.099646908,-0.099968348,-0.100247308,-0.100270347,-0.100292778,-0.100314535,-0.100660251,-0.101010867,-0.101352988,-0.101153659,-0.100836792,-0.100528732,-0.100731501,-0.101197323,-0.101652532,-0.102038572,-0.10235792,-0.102670359,-0.102950885,-0.103177018,-0.103398683,-0.103553406,-0.10344055,-0.10333006,-0.103231753,-0.103373335,-0.10351204,-0.103647858,-0.103720398,-0.103784193,-0.103846794,-0.103949461,-0.104065517,-0.104179492,-0.10434068,-0.10453441,-0.104724891,-0.10489285,-0.105033202,-0.105171893,-0.1053955,-0.105829099,-0.106261,-0.106658926,-0.10685772,-0.107057038,-0.10725695,-0.107504426,-0.107755049,-0.108008428,-0.107856483,-0.107625794,-0.107393791,-0.107683827,-0.108200156,-0.108719009,-0.108797067,-0.108513974,-0.108232079,-0.108092162,-0.108154757,-0.108216596,-0.108258666,-0.108248882,-0.108239207,-0.108217457,-0.108108293,-0.108001213,-0.107896278,-0.108138537,-0.10838289,-0.108622318,-0.108683822,-0.108711377,-0.108738328,-0.108950097,-0.109235689,-0.109514961,-0.109537791,-0.10936562,-0.109196934,-0.109216498,-0.109488763,-0.10975605,-0.109938863,-0.109915175,-0.109891879,-0.109883244,-0.109954346,-0.11002411,-0.110093019,-0.110193017,-0.110291407,-0.110388347,-0.110429174,-0.110462025,-0.110494309,-0.110484032,-0.110459162,-0.110434617,-0.110432436,-0.110444301,-0.11045594,-0.110427616,-0.110355134,-0.110283662,-0.1102776,-0.110395501,-0.110511823,-0.110625929,-0.110735884,-0.110844418,-0.110921624,-0.110655227,-0.110392383,-0.110132929,-0.110229275,-0.110342899,-0.110455222,-0.110281102,-0.110046904,-0.109815562,-0.109551002,-0.109273734,-0.108999997,-0.108670487,-0.108300738,-0.107935688,-0.107522161,-0.107045251,-0.106572138,-0.106071424,-0.10550645,-0.104947988,-0.104408478,-0.103928664,-0.10345389,-0.10297023,-0.102274232,-0.101584163,-0.100899878,-0.100237004,-0.099581966,-0.098933795,-0.09806842,-0.097162001,-0.096263765,-0.095576444,-0.094981715,-0.09439205,-0.093679057,-0.092880159,-0.092088783,-0.091396794,-0.0908183,-0.090244581,-0.089680192,-0.089129079,-0.088582172,-0.088022038,-0.087404861,-0.086792415,-0.086208814,-0.085846331,-0.085486518,-0.085129406,-0.084613027,-0.084099295,-0.083589775,-0.083131023,-0.082682595,-0.082237423,-0.081671295,-0.081068293,-0.080469862,-0.080044403,-0.079715566,-0.079387926,-0.079078076,-0.078784387,-0.078492186,-0.078146874,-0.077725271,-0.07730639,-0.076935555,-0.076672496,-0.076411076,-0.076191389,-0.076143335,-0.07609551,-0.076046125,-0.075976184,-0.075906626,-0.075837426,-0.075775094,-0.075713294,-0.075651881,-0.075650942,-0.075658948,-0.075666875,-0.075744105,-0.075842762,-0.07594081,-0.076089599,-0.076265412,-0.076440761,-0.076602575,-0.076753102,-0.076902901,-0.077100745,-0.077359493,-0.077616869,-0.077942246,-0.078400707,-0.078857846,-0.079278284,-0.079585261,-0.079890401,-0.080206212,-0.080603732,-0.080999774,-0.081400416,-0.081994258,-0.082585683,-0.083174623,-0.083429713,-0.083658937,-0.083887315,-0.084150105,-0.084419038,-0.08468692,-0.084990496,-0.085305629,-0.08561934,-0.085899455,-0.086159937,-0.086418943,-0.086596467,-0.086705068,-0.086813028,-0.086896213,-0.086949535,-0.087002586,-0.087152364,-0.087481624,-0.087809888,-0.088099967,-0.088283476,-0.088466667,-0.088623994,-0.088646847,-0.088669611,-0.088704147,-0.088895696,-0.089086701,-0.089277031,-0.08936675,-0.089454168,-0.089541292,-0.089548515,-0.08954594,-0.089543355,-0.089641469,-0.089764488,-0.089887166,-0.089889079,-0.089841933,-0.089794948,-0.089725266,-0.089641752,-0.089558427,-0.089609366,-0.089774212,-0.089938521,-0.090035387,-0.0900502,-0.090064979,-0.090126173,-0.090266329,-0.090406116,-0.090561668,-0.090758093,-0.090954032,-0.091112606,-0.091123699,-0.091134777,-0.091174351,-0.091423483,-0.091672383,-0.091907566,-0.091818746,-0.091730248,-0.09164219,-0.091627774,-0.091616423,-0.09160504,-0.091577584,-0.091547933,-0.091518438,-0.091486744,-0.091454536,-0.091422446,-0.09132084,-0.091192325,-0.091064013,-0.090867549,-0.090634798,-0.090402476,-0.090152074,-0.089887964,-0.089624183,-0.089355339,-0.089081275,-0.088807679,-0.088492159,-0.088119214,-0.087747558,-0.087454146,-0.087304245,-0.087154577,-0.086916272,-0.086450271,-0.085985734,-0.085546347,-0.085196735,-0.084847311,-0.084495759,-0.08413044,-0.083765892,-0.083378346,-0.082674968,-0.081973056,-0.08127248,-0.08069314,-0.080114402,-0.079536394,-0.078929817,-0.07832134,-0.077713229,-0.077145799,-0.076584477,-0.076023203,-0.075387064,-0.074731299,-0.074074371,-0.07356073,-0.073095598,-0.072628128,-0.072080684,-0.071490482,-0.070895098,-0.07036283,-0.069871676,-0.069378753,-0.068867645,-0.068339389,-0.0678066,-0.067297054,-0.066816058,-0.066336045,-0.065884376,-0.065471075,-0.06506025,-0.064595351,-0.06403606,-0.063478108,-0.063004151,-0.062716168,-0.062430646,-0.062113329,-0.061699869,-0.061286818,-0.060861362,-0.060381803,-0.059897264,-0.059446765,-0.059213487,-0.058977297,-0.058694682,-0.057974763,-0.057260011,-0.056547277,-0.05576316,-0.054981493,-0.054202389,-0.053365079,-0.052525239,-0.051683497,-0.050657216,-0.049613745,-0.048562364,-0.04753612,-0.046516224,-0.045499602,-0.04441868,-0.043322882,-0.042222793,-0.041287401,-0.040390314,-0.03949226,-0.038527238,-0.037539738,-0.036549016,-0.035705291,-0.034917165,-0.034129585,-0.033218037,-0.032250221,-0.031281947,-0.030426451,-0.029628305,-0.028829108,-0.028045098,-0.027269926,-0.026493369,-0.025734504,-0.024988953,-0.024243862,-0.023700039,-0.023320746,-0.022941576,-0.022497071,-0.021991749,-0.021485624,-0.021036716,-0.020647875,-0.020259045,-0.019897453,-0.01956755,-0.019236969,-0.018953243,-0.018729378,-0.01850496,-0.018290444,-0.01809071,-0.017890559,-0.017764927,-0.017756203,-0.017747491,-0.017643117,-0.017375943,-0.017108455,-0.016926342,-0.016903105,-0.016879861,-0.016832588,-0.016736373,-0.016639773,-0.016551342,-0.016481468,-0.016411435,-0.016313951,-0.016149431,-0.015984439,-0.015905237,-0.01604754,-0.016190184,-0.016249368,-0.016069842,-0.015889718,-0.015793264,-0.015949681,-0.016106898,-0.016230342,-0.016244731,-0.016259186,-0.016304449,-0.016452683,-0.016601381,-0.016692933,-0.016591755,-0.01649012,-0.01644181,-0.01658462,-0.01672783,-0.016878164,-0.017052803,-0.01722795,-0.017365081,-0.017357704,-0.017350216,-0.017356166,-0.01741255,-0.017469187,-0.01753891,-0.017657717,-0.017777115,-0.017905153,-0.018064505,-0.018225085,-0.018383522,-0.018530194,-0.018677867,-0.018776716,-0.018699154,-0.018621265,-0.018582476,-0.018683933,-0.018785814,-0.018893879,-0.019021606,-0.019149721,-0.019275515,-0.019393069,-0.019511042,-0.019636994,-0.01978594,-0.019935188,-0.020067968,-0.020153483,-0.020239469,-0.020322527,-0.020396754,-0.020471449,-0.020513216,-0.02047341,-0.020433429,-0.020456079,-0.020625509,-0.020795623,-0.020922883,-0.020958051,-0.020993395,-0.021006086,-0.020974414,-0.020942567,-0.020999687,-0.021215996,-0.021433361,-0.021549192,-0.021497725,-0.021445852,-0.021522015,-0.02179201,-0.022063768,-0.022164246,-0.022025578,-0.021886053,-0.021887893,-0.022064164,-0.022241626,-0.022396378,-0.022526261,-0.022657177,-0.022638571,-0.022468884,-0.022298081,-0.022368529,-0.022655565,-0.022945244,-0.022989179,-0.022837521,-0.022684463,-0.022655901,-0.022711283,-0.022767005,-0.022845699,-0.022938419,-0.023031994,-0.022969803,-0.022826097,-0.022681195,-0.022729097,-0.022860827,-0.022993653,-0.023078519,-0.02314644,-0.023214493,-0.023234619,-0.023241141,-0.023247654,-0.023458699,-0.023712396,-0.02396365,-0.023816498,-0.023607469,-0.023401413,-0.023372236,-0.023362589,-0.02335302,-0.023681484,-0.024028295,-0.024371811,-0.024450532,-0.024526367,-0.02460415,-0.024736209,-0.024868266,-0.024995833,-0.025078455,-0.025161682,-0.025241908,-0.025298374,-0.025355446,-0.025417552,-0.025499402,-0.025582074,-0.025667071,-0.025757821,-0.025849763,-0.025940239,-0.026025501,-0.026112036,-0.026237017,-0.026433105,-0.026631927,-0.026789195,-0.026881598,-0.026975257,-0.027018876,-0.027002387,-0.026985642,-0.027128736,-0.027422773,-0.027721084,-0.027934958,-0.028087644,-0.028243233,-0.028413724,-0.028594051,-0.028777575,-0.028984613,-0.029203998,-0.029427127,-0.029442985,-0.029395469,-0.029347125,-0.029286482,-0.029222295,-0.029156719,-0.029473666,-0.02984098,-0.030216928,-0.030320772,-0.030415246,-0.030507303,-0.030447536,-0.030386189,-0.030346175,-0.030515648,-0.030691437,-0.03083842,-0.030826331,-0.030813653,-0.030893047,-0.031264311,-0.031659516,-0.031947183,-0.031960226,-0.031974215,-0.031970678,-0.031937444,-0.031901022,-0.031743485,-0.031430928,-0.031085123,-0.030986216,-0.031122101,-0.031273743,-0.031260871,-0.031133561,-0.030991164,-0.030772678,-0.030503906,-0.030202721,-0.03050369,-0.031017259,-0.031591604,-0.031594379,-0.031504629,-0.03140309,-0.031442808,-0.031493033,-0.031549968,-0.031644857,-0.031748265,-0.031813015,-0.03154535,-0.031249093,-0.030761292,-0.029637851,-0.028406465,-0.027950757,-0.029547581,-0.031309353,-0.031946135,-0.030587629,-0.029097311
2,1,2,469,S200665,9.111,-0.09099285,-0.090033832,-0.08919269,-0.088448885,-0.08932934,-0.090119803,-0.090819361,-0.091687909,-0.092512777,-0.093249132,-0.093807582,-0.094255867,-0.094663266,-0.094969421,-0.095177491,-0.095371777,-0.095603735,-0.095947751,-0.096273963,-0.096603782,-0.097084941,-0.097546833,-0.097990701,-0.098115174,-0.09821274,-0.098306206,-0.099144239,-0.100196294,-0.101222818,-0.100998451,-0.099921449,-0.098867194,-0.098662234,-0.099621504,-0.100562358,-0.101190826,-0.100892329,-0.10059776,-0.100371331,-0.100970785,-0.101561758,-0.102144476,-0.101117233,-0.099933151,-0.098767345,-0.098240872,-0.097950173,-0.097665873,-0.097614352,-0.097738111,-0.097860501,-0.097912412,-0.097859237,-0.097807237,-0.097763369,-0.097743421,-0.097723715,-0.097668494,-0.097078176,-0.096500044,-0.095933786,-0.09581356,-0.095745968,-0.095679982,-0.095449723,-0.095165053,-0.094887536,-0.094692123,-0.094558017,-0.094427004,-0.094296413,-0.094165576,-0.09403828,-0.093849662,-0.093464913,-0.09309054,-0.092748328,-0.092675826,-0.092604994,-0.092535739,-0.092887798,-0.093267026,-0.093635439,-0.09382099,-0.093946431,-0.094068406,-0.093947837,-0.09367038,-0.093400174,-0.093221588,-0.093155513,-0.093091404,-0.093135593,-0.093450249,-0.093757086,-0.094003256,-0.093861259,-0.093723031,-0.093588356,-0.094042258,-0.094509254,-0.09496507,-0.094767269,-0.09442677,-0.094095842,-0.094371141,-0.094957883,-0.095530928,-0.095885951,-0.096030554,-0.096172089,-0.096326195,-0.096506901,-0.096684058,-0.096827644,-0.096840976,-0.096854051,-0.096879461,-0.09720537,-0.097524846,-0.097838049,-0.097959278,-0.098055502,-0.098150036,-0.098322274,-0.09852062,-0.098715458,-0.098932554,-0.099164392,-0.099392372,-0.099651825,-0.099954607,-0.100253977,-0.100523838,-0.100727783,-0.100931021,-0.101115342,-0.101186563,-0.101258046,-0.101329772,-0.101786211,-0.102251218,-0.102720901,-0.102702533,-0.10258992,-0.102476503,-0.102776667,-0.103256132,-0.103737759,-0.103847997,-0.103653918,-0.103460691,-0.10332723,-0.103279176,-0.103231739,-0.103274293,-0.103555852,-0.103833071,-0.104054188,-0.103895152,-0.103739227,-0.103586283,-0.103911675,-0.104239948,-0.104561505,-0.104659671,-0.104714826,-0.1047688,-0.104861257,-0.1049684,-0.105073142,-0.105182792,-0.105295875,-0.105406781,-0.105534838,-0.105686966,-0.105836347,-0.105976699,-0.106098019,-0.106216944,-0.106315119,-0.106307278,-0.106299543,-0.106292084,-0.1062953,-0.106298421,-0.106301503,-0.106389638,-0.106487971,-0.10658478,-0.106642256,-0.106685664,-0.106728428,-0.106709225,-0.106651453,-0.106594552,-0.106574594,-0.106595419,-0.106615936,-0.106658583,-0.106743663,-0.106827644,-0.106895341,-0.106905162,-0.106914849,-0.106905811,-0.106684062,-0.106465265,-0.106249281,-0.106199184,-0.106158242,-0.106117825,-0.105958733,-0.105775604,-0.105594754,-0.105269658,-0.1048833,-0.104501784,-0.104093245,-0.103665911,-0.103243792,-0.102749423,-0.102161329,-0.101577765,-0.100943589,-0.100193633,-0.099451816,-0.098720856,-0.098010139,-0.097306712,-0.096607844,-0.09587387,-0.095145951,-0.09442396,-0.0933821,-0.09232944,-0.091286863,-0.090137929,-0.088973351,-0.087818547,-0.086950742,-0.086208479,-0.085472195,-0.084644731,-0.083754518,-0.082872269,-0.082026918,-0.081222471,-0.080424364,-0.079679545,-0.079031274,-0.07838773,-0.077705318,-0.076873948,-0.076048584,-0.07525034,-0.074647842,-0.07404939,-0.073454941,-0.072804489,-0.072158722,-0.071518104,-0.070984028,-0.070468931,-0.069957522,-0.069202756,-0.068371267,-0.067545574,-0.0669553,-0.066496542,-0.066039324,-0.065608904,-0.065202844,-0.064798849,-0.06436079,-0.063873429,-0.063389066,-0.062966187,-0.062681857,-0.062399238,-0.062121511,-0.061858795,-0.061597344,-0.061354674,-0.061313957,-0.061273469,-0.061233212,-0.061066005,-0.060895862,-0.060726716,-0.060694841,-0.06068348,-0.060672163,-0.060752839,-0.060862062,-0.060970637,-0.0611309,-0.061318724,-0.061506015,-0.061761771,-0.062072644,-0.062382025,-0.062701204,-0.063033096,-0.063363228,-0.063768357,-0.064320526,-0.064870842,-0.065381311,-0.065769401,-0.066155163,-0.066557997,-0.067088211,-0.067616178,-0.06814814,-0.068878849,-0.069606223,-0.070330284,-0.070632048,-0.070901075,-0.071169043,-0.071508234,-0.071860807,-0.072212019,-0.072627574,-0.073064185,-0.07349863,-0.073847558,-0.074147672,-0.07444602,-0.074689831,-0.074887498,-0.075083956,-0.07523181,-0.075320942,-0.075409745,-0.075555682,-0.075807895,-0.076059321,-0.076300002,-0.076511729,-0.076723096,-0.076907204,-0.076949166,-0.07699101,-0.077041509,-0.077208135,-0.077374293,-0.077539839,-0.077619211,-0.077696604,-0.077773704,-0.077986447,-0.078215143,-0.078442976,-0.07853048,-0.078582914,-0.078635211,-0.07870024,-0.078770225,-0.078839876,-0.078900111,-0.078954551,-0.079008893,-0.07908058,-0.079166914,-0.079253007,-0.079291814,-0.079273194,-0.079254607,-0.079313634,-0.079504405,-0.079694717,-0.079882398,-0.08006405,-0.080245223,-0.080407335,-0.080494937,-0.08058219,-0.080681524,-0.08087173,-0.081061766,-0.081241649,-0.081182081,-0.081122748,-0.081063687,-0.08095828,-0.080851274,-0.080744589,-0.080797419,-0.08087159,-0.08094546,-0.080850242,-0.080713086,-0.080576235,-0.080406274,-0.080223553,-0.080041092,-0.079874959,-0.079717808,-0.079560986,-0.079336486,-0.079060992,-0.078785808,-0.078477469,-0.078134611,-0.077792226,-0.077444491,-0.077089812,-0.076736307,-0.076366067,-0.075963269,-0.075561021,-0.075101148,-0.074492857,-0.073886336,-0.073323599,-0.072919853,-0.072516319,-0.072081652,-0.071455552,-0.070830369,-0.070193939,-0.069395537,-0.06859852,-0.067802827,-0.067090683,-0.066379113,-0.065668259,-0.06491628,-0.064161129,-0.063405957,-0.062651829,-0.061897609,-0.061143075,-0.060472203,-0.059821324,-0.059169208,-0.058499212,-0.057819976,-0.057136883,-0.056434716,-0.055719106,-0.054997101,-0.054305692,-0.05363445,-0.052960372,-0.052309514,-0.05167516,-0.051035335,-0.050430739,-0.04986785,-0.049306005,-0.048777399,-0.048293908,-0.047813287,-0.047293725,-0.046704884,-0.04611739,-0.045586165,-0.045179615,-0.044776389,-0.0443464,-0.043832415,-0.04331876,-0.042818282,-0.042366547,-0.041910079,-0.041434365,-0.040870007,-0.040298496,-0.039699063,-0.038890853,-0.038088087,-0.037285473,-0.036359276,-0.035435711,-0.034514821,-0.033494176,-0.03246983,-0.031442788,-0.03039182,-0.029331728,-0.028263272,-0.027036057,-0.025794885,-0.024557065,-0.023354926,-0.022153354,-0.020946529,-0.019853433,-0.018786318,-0.017717664,-0.016719737,-0.015740349,-0.014757684,-0.013732351,-0.01269233,-0.011652622,-0.010674537,-0.009723507,-0.008771843,-0.007863454,-0.006976491,-0.006088226,-0.005298814,-0.00456959,-0.003839137,-0.003101916,-0.002360931,-0.001620365,-0.00104213,-0.000596634,-0.000151217,0.000337672,0.000867347,0.001397779,0.001822965,0.002138077,0.002453178,0.00279217,0.003159572,0.003527762,0.003834648,0.004063139,0.004292253,0.004517744,0.004737637,0.004958007,0.005105834,0.005139831,0.005173924,0.005238411,0.005354597,0.005470913,0.005574817,0.005655658,0.005736551,0.005819236,0.005905618,0.005992319,0.006072047,0.006136067,0.006200159,0.006285471,0.006422473,0.006559829,0.006648179,0.006609655,0.006571026,0.006554967,0.006603467,0.006652107,0.006682735,0.006658917,0.006634996,0.006621291,0.006640389,0.006659588,0.00662812,0.006426695,0.006224771,0.006081314,0.006135203,0.006189339,0.00620515,0.006083833,0.005962158,0.00584055,0.005720232,0.005599514,0.0055019,0.005492101,0.005482319,0.005466144,0.005425925,0.005385565,0.005334766,0.005245068,0.005154933,0.005048173,0.004879766,0.004710056,0.004546226,0.004408536,0.0042699,0.00415961,0.004152497,0.004145376,0.00413226,0.004098003,0.004063606,0.003994559,0.003809602,0.003624091,0.003463778,0.00338448,0.003304879,0.003221966,0.003129744,0.003037343,0.002958513,0.002918628,0.002878504,0.002788957,0.0025657,0.002341184,0.002207179,0.002297521,0.002388254,0.002381208,0.002144868,0.001907532,0.001746264,0.001748287,0.001750344,0.001732448,0.001675623,0.001618527,0.001577672,0.001566059,0.001554409,0.001514204,0.001427139,0.001339584,0.001198703,0.000977391,0.000754635,0.000688161,0.000839776,0.000992347,0.001019731,0.000892577,0.000764564,0.000646351,0.000538835,0.000430485,0.000451546,0.00060335,0.000756162,0.000778673,0.000684341,0.000589077,0.000476757,0.000350803,0.000223895,0.000190651,0.000220429,0.000250455,0.000235569,0.000193918,0.000151867,0.000163122,0.000202176,0.000241526,0.000197032,0.000115925,3.42E-05,4.77E-05,9.48E-05,0.000142076,0.000163412,0.000177394,0.000191273,-4.28E-05,-0.000328705,-0.000611786,-0.000722029,-0.000803293,-0.000883393,-0.000898739,-0.000906805,-0.000914752,-0.001005944,-0.001101549,-0.001196294,-0.001171022,-0.001144656,-0.001127086,-0.001319931,-0.001512737,-0.001697185,-0.001797987,-0.00189952,-0.001988211,-0.00198633,-0.001984427,-0.002003649,-0.002113749,-0.002224999,-0.002312165,-0.002319861,-0.002327672,-0.002360279,-0.002454269,-0.002549664,-0.002681212,-0.002879533,-0.003080611,-0.003279493,-0.003473357,-0.003669723,-0.003762511,-0.003730963,-0.00369886,-0.003802389,-0.004033999,-0.004268921,-0.004535257,-0.004826847,-0.005123981,-0.005246186,-0.005268134,-0.005290537,-0.005428264,-0.005617962,-0.005810865,-0.005915255,-0.005993759,-0.006073691,-0.006090829,-0.006095055,-0.006099287,-0.0063419,-0.006616944,-0.006898541,-0.006942342,-0.006976792,-0.007014528,-0.007133765,-0.007256125,-0.007389884,-0.007602859,-0.007823681,-0.008024369,-0.008101356,-0.008181995,-0.00829603,-0.008507846,-0.008733194,-0.008950694,-0.009133937,-0.009331664,-0.009320489,-0.008956323,-0.008559932,-0.008505075,-0.008893785,-0.009324658,-0.009527686,-0.009514861,-0.00950055,-0.009341616,-0.009076511,-0.008780182,-0.008612195,-0.008495617,-0.008364948,-0.00885206,-0.009570312,-0.01037207,-0.009849855,-0.009062213,-0.008177144,-0.008279832,-0.008441468,-0.00862163,-0.008823323,-0.009045309,-0.009212521,-0.008847669,-0.008443443,-0.007928977,-0.007123572,-0.006238905,-0.005724716,-0.006237471,-0.006807419,-0.006876754,-0.006065773,-0.005173967
